Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Adaptive and self-healing SDNs: bio-inspired intelligence for resilient, efficient, and sustainable networking",International Journal of Information Technology,,,,10.1007/s41870-025-03027-5,Soha RawasAgariadne Dwinggo Samala,2025,https://link.springer.com/article/10.1007/s41870-025-03027-5,Article
MC-LBTO: secure and resilient state-aware multi-controller framework with adaptive load balancing for SD-IoT performance optimization,Scientific Reports,,,,10.1038/s41598-025-31216-6,Ashraf AlyanbaawiAmeer El-SayedNihal SalahWael SaidMahmoud ElmezainOsama Elkomy,2025,https://link.springer.com/article/10.1038/s41598-025-31216-6,Article
Design of an improved model for secure routing using CAFR-net and EPM-core in adversarial network environments,International Journal of Information Technology,,,,10.1007/s41870-025-03011-z,Rahul MahajanSrikant V. Sonekar,2025,https://link.springer.com/article/10.1007/s41870-025-03011-z,Article
Network traffic control method of NHP based on deep reinforcement learning,Scientific Reports,,,,10.1038/s41598-025-31556-3,Qinglin HuangZhizhong TanQiang WangZiyi JiaBenfeng Chen,2025,https://link.springer.com/article/10.1038/s41598-025-31556-3,Article
SFARP: a multi-layered real-time security framework for hybrid ARP and DDoS attack defense in SD-IoT networks,Scientific Reports,,,,10.1038/s41598-025-28830-9,Ameer El-SayedHagar RamadanEhab R. MohamedOsama M. Elkomy,2025,https://link.springer.com/article/10.1038/s41598-025-28830-9,Article
Flow-CoDel: per-flow active queue management for balanced delay and drops in bufferbloat mitigation,Discover Networks,,,,10.1007/s44354-025-00012-z,Morteza Seyyed AshrafiAli Ghiasian,2025,https://link.springer.com/article/10.1007/s44354-025-00012-z,Article
Path congestion detection and disjoint path for improving communication efficiency in dragonfly interconnection networks,The Journal of Supercomputing,,,,10.1007/s11227-025-08083-z,Yaodong WangYamin Li,2025,https://link.springer.com/article/10.1007/s11227-025-08083-z,Article
Cost-efficient privacy-preserving service deployment for SDN-based edge computing,Computing,,,,10.1007/s00607-025-01591-z,Jingsen ZhangShoulu HouXiulei LiuKailan Zhao,2025,https://link.springer.com/article/10.1007/s00607-025-01591-z,Article
End-to-end congestion control in datacenter networks: a survey,Frontiers of Computer Science,,,,10.1007/s11704-025-40212-y,Zejia ZhouShan HuangDezun DongYang BaiLiquan Xiao,2025,https://link.springer.com/article/10.1007/s11704-025-40212-y,Article
Minimum flow decomposition in graphs with cycles using integer linear programming,Journal of Global Optimization,,,,10.1007/s10898-025-01556-8,Fernando H. C. DiasLucia WilliamsBrendan MumeyAlexandru I. Tomescu,2025,https://link.springer.com/article/10.1007/s10898-025-01556-8,Article
Neural network and meta heuristic-based method for backup controller assignment in SDN-Smart grid,Telecommunication Systems,,,,10.1007/s11235-025-01381-0,Marjan KeramatiNasser Mozayani,2025,https://link.springer.com/article/10.1007/s11235-025-01381-0,Article
SDN-API-Sec-Fast: a performance-enhanced conflict-free blockchain-based authorization for cross-domain SDNs,Annals of Telecommunications,,,,10.1007/s12243-025-01133-w,Majd LatahKubra Kalkan,2025,https://link.springer.com/article/10.1007/s12243-025-01133-w,Article
"E2E Network Slicing for Enhanced Cybersecurity, Orchestration, Automation and Response in 5G/6G: The RIGOUROUS Approach",Journal of Network and Systems Management,,,,10.1007/s10922-025-09999-w,Pablo Benlloch-CaballeroAntonio Matencio-EscolarJorge Bernal BernabeAntonio SkarmetaQi WangJose M. Alcaraz-Calero,2025,https://link.springer.com/article/10.1007/s10922-025-09999-w,Article
SSARO-SE: sparrow search algorithm-based routing optimization for maximizing end-to-end spectral efficiency in wireless networks,Wireless Networks,,,,10.1007/s11276-025-04037-8,Dilna VijayanMohamed SaadAhmed M. Khedr,2025,https://link.springer.com/article/10.1007/s11276-025-04037-8,Article
Metaheuristic-Based Optimized and Resilient Controller Placement in SDN Enabled IoT Networks,National Academy Science Letters,,,,10.1007/s40009-025-01860-7,Santosh KumarAruna Malik,2025,https://link.springer.com/article/10.1007/s40009-025-01860-7,Article
"An efficient QoS-based framework to augment network performance based on SDN, GRU-FFNN and adaptive path selection algorithm",International Journal of Information Technology,,,,10.1007/s41870-025-02744-1,R. KrishnakumarN. Radhika,2025,https://link.springer.com/article/10.1007/s41870-025-02744-1,Article
Soft Actor-Critic (SAC) and dynamic trust management framework-based automatic policy generation for SDN security,Journal of Reliable Intelligent Environments,,,,10.1007/s40860-025-00256-0,D. S. SahanaS. H. Brahmananda,2025,https://link.springer.com/article/10.1007/s40860-025-00256-0,Article
Tunnel enabled programmable switches obfuscate network topology to defend against link flooding reconnaissance in software defined networking,Scientific Reports,,,,10.1038/s41598-025-19566-7,Xiang LiJungmin LeeJunggab SonYeonjoon Lee,2025,https://link.springer.com/article/10.1038/s41598-025-19566-7,Article
PSO-HSL: A controller placement strategy using PSO with heterogeneous switch load awareness in SD-IoT,Cluster Computing,,,,10.1007/s10586-025-05672-8,Raid BoudiMohammed LalouNardjes Bouchemal,2025,https://link.springer.com/article/10.1007/s10586-025-05672-8,Article
ELDM-EDSDN: a novel resource allocation method in edge-DSDN-based networks using improved manifold approach,The Journal of Supercomputing,,,,10.1007/s11227-025-07817-3,Ehsan MatinfarMarjan MahmoudiBehrang Barekatain,2025,https://link.springer.com/article/10.1007/s11227-025-07817-3,Article
Efficient DDoS detection in advanced mobile networks using P4 programmability and federated learning,Cluster Computing,,,,10.1007/s10586-025-05332-x,Reza MohammadifarReza JavidanReza Akbari,2025,https://link.springer.com/article/10.1007/s10586-025-05332-x,Article
Energy-Efficient Controller Placement in Software-Defined Networks: A Heuristic Approach,Arabian Journal for Science and Engineering,,,,10.1007/s13369-025-10553-8,Sagarika MohantyBibhudatta Sahoo,2025,https://link.springer.com/article/10.1007/s13369-025-10553-8,Article
Data center traffic scheduling algorithm based on spatial–temporal graph convolution networks,Wireless Networks,,,,10.1007/s11276-025-04010-5,Fengjun ShangYanguo Jiang,2025,https://link.springer.com/article/10.1007/s11276-025-04010-5,Article
SDN layers verification and secure IoT data transmisson using HFYMAC and GLE-GRU,Cluster Computing,,,,10.1007/s10586-025-05294-0,Dharma Teja ValivarthiSreekar PeddiSwapna NarlaSai Sathish KethuDurai Rajesh NatarajanDede Kurniadi,2025,https://link.springer.com/article/10.1007/s10586-025-05294-0,Article
Controller placement in software-defined networks using reinforcement learning and metaheuristics,Cluster Computing,,,,10.1007/s10586-025-05331-y,Mohammad Sadegh SirjaniAli MalekiAmir PakmehrMaedeh Abedini BaghaAli GhaffariAli Asghar Pour Haji Kazem,2025,https://link.springer.com/article/10.1007/s10586-025-05331-y,Article
Enhancing controller placement in SD-IoT with dynamic heterogeneous switch traffic via weighted betweenness and GWO,The Journal of Supercomputing,,,,10.1007/s11227-025-07783-w,Raid BoudiMohammed LalouNardjes Bouchemal,2025,https://link.springer.com/article/10.1007/s11227-025-07783-w,Article
Cybersecurity Via Programmable Networks: Are We There Yet?,Journal of Network and Systems Management,,,,10.1007/s10922-025-09970-9,Sergio Armando GutiérrezJuan Felipe BoteroLuis FletscherLuciano Paschoal GasparyNatalia GaviriaEduardo JacobAdrian LaraJesús Arturo Pérez-DíazMarco Antonio To,2025,https://link.springer.com/article/10.1007/s10922-025-09970-9,Article
DBF-PSR: a dual-branch fusion approach to network traffic classification using protocol semantic representation,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-025-00233-w,Yaojun DingWei Chen,2025,https://link.springer.com/article/10.1007/s44443-025-00233-w,Article
Optimizing internet bandwidth allocation and service prioritization in SME networks using machine learning algorithm,International Journal of Information Technology,,,,10.1007/s41870-025-02705-8,Jimvy P. SaliseJay Noel N. Rojo,2025,https://link.springer.com/article/10.1007/s41870-025-02705-8,Article
Soft actor-critic algorithm and improved GNN model in secure access control of disaggregated optical networks,Scientific Reports,,,,10.1038/s41598-025-15225-z,Zhenqian ZhaoYuhe Wang,2025,https://link.springer.com/article/10.1038/s41598-025-15225-z,Article
Enhancing automated network function onboarding through language extension and code refactoring,Software and Systems Modeling,,,,10.1007/s10270-025-01311-3,Hesham ElabdJuergen DingelTung Fai LauAli Tizghadam,2025,https://link.springer.com/article/10.1007/s10270-025-01311-3,Article
Dynamic-timeout prediction and proactive eviction for SDN flow table overflow mitigation,Cluster Computing,,,,10.1007/s10586-025-05227-x,Usman HumayunMosab HamdanMohammed Sultan MohammedHashim ElshafieM. N. Marsono,2025,https://link.springer.com/article/10.1007/s10586-025-05227-x,Article
"Practical Istio ",,,,,10.1007/979-8-8688-1573-7,Prashanth JosyulaKaranbir SinghAnupam Mehta,2025,https://link.springer.com/book/10.1007/979-8-8688-1573-7,Book
Tcp-based network communication optimized for green cloud computing,Cluster Computing,,,,10.1007/s10586-025-05251-x,Jan FeslMichal PolákDaniel Sedlák,2025,https://link.springer.com/article/10.1007/s10586-025-05251-x,Article
Towards saturation attack detection in SDN: a multi-edge representation learning-based method,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-025-00149-5,Zhangli JiYunhe CuiYinyan GuoGuowei ShenYi ChenChun Guo,2025,https://link.springer.com/article/10.1007/s44443-025-00149-5,Article
Graph-based reinforcement learning for software-defined networking traffic engineering,Journal of King Saud University Computer and Information Sciences,,,,10.1007/s44443-025-00133-z,Jingwen LuChaowei TangWenyu MaWenjuan Xing,2025,https://link.springer.com/article/10.1007/s44443-025-00133-z,Article
A formal technique for automatic resolution of OpenFlow anomalies,International Journal of Information Security,,,,10.1007/s10207-025-01035-x,Ramtin AryanAnis YazidiAdel BouhoulaPaal E. Engelstad,2025,https://link.springer.com/article/10.1007/s10207-025-01035-x,Article
Enhancing software-defined perimeters with integrated identity solutions and threat detection for robust zero trust security,International Journal of Information Security,,,,10.1007/s10207-025-01099-9,Antonio PayaVicente-GarcíaAlberto Gómez,2025,https://link.springer.com/article/10.1007/s10207-025-01099-9,Article
Improving load balancing in distributed software-defined networks with a bidirectional long short-term memory-based controller design,The Journal of Supercomputing,,,,10.1007/s11227-025-07595-y,Leila ShiraniHoma MovahednejadMahdi SharifiMarjan Mahmoudi,2025,https://link.springer.com/article/10.1007/s11227-025-07595-y,Article
CAMINO - Contextually Aware Mediation of Intent for Network Orchestration,Telecommunication Systems,,,,10.1007/s11235-025-01324-9,Joss ArmstrongEnda FallonSheila Fallon,2025,https://link.springer.com/article/10.1007/s11235-025-01324-9,Article
Flow Migration for Service Function Chains: Correctness Criteria and Their Relaxation,Journal of Network and Systems Management,,,,10.1007/s10922-025-09965-6,Ranjan PatowaryGautam BaruaRadhika Sukapuram,2025,https://link.springer.com/article/10.1007/s10922-025-09965-6,Article
Relate: latency-based reliable controller placement using wisdom of artificial crowds in SDN-WAN,Wireless Networks,,,,10.1007/s11276-025-03992-6,Vidya Sagar ThalapalaAnandhu MohanGuravaiah Koppala,2025,https://link.springer.com/article/10.1007/s11276-025-03992-6,Article
Efficient dynamic load balancing in software-defined networks using policy gradient: a strategy for enhanced QoS and reduced energy consumption,Computing,,,,10.1007/s00607-025-01498-9,Mohammad Amin Zare SoltaniSeyed Amin Hosseini SenoAmirHossein Mohajerzadeh,2025,https://link.springer.com/article/10.1007/s00607-025-01498-9,Article
SynFloWatch: An Entropy-Based Live Defense System against SYN Spoofing DDoS Attacks in Hybrid SDN,Journal of Network and Systems Management,,,,10.1007/s10922-025-09934-z,Mitali SinhaJoy Chandra MukherjeePadmalochan BeraManoranjan Satpathy,2025,https://link.springer.com/article/10.1007/s10922-025-09934-z,Article
Resilient service function chain initial deployment and dynamic replacement towards 6G networks,"Journal of King Saud University Computer and Information Sciences ",,,,10.1007/s44443-025-00103-5,Deqiang ZhouXinsheng JiWei YouYu ZhaoHang QiuMingyan Xu,2025,https://link.springer.com/article/10.1007/s44443-025-00103-5,Article
Load Balancing With Proactive Traffic Separation in Data Center Network,Journal of Network and Systems Management,,,,10.1007/s10922-025-09954-9,Tao ZhangYujie PengZhenbo LiYuchen WangXidao LuanYunsheng LiuSiyuan FanHui Yin,2025,https://link.springer.com/article/10.1007/s10922-025-09954-9,Article
Correction: A Real Network Environment Dataset for Traffic Analysis,Scientific Data,,,,10.1038/s41597-025-05417-7,Wei JiangBin ZhangQixun ZhuConghui LiaoWenyong Wang,2025,https://link.springer.com/article/10.1038/s41597-025-05417-7,Article
Scalable Prioritization of Restoration Activities in Highly Distributed CDNs with Cost and Performance Awareness,Journal of Network and Systems Management,,,,10.1007/s10922-025-09943-y,Cezary CłapaArtur LasońVinay KanitkarPiotr Chołda,2025,https://link.springer.com/article/10.1007/s10922-025-09943-y,Article
Proactive Fault-Recovery on Distributed Software-Defined Network Controllers,Journal of Network and Systems Management,,,,10.1007/s10922-025-09944-x,Wilker O. DelfinoSilvio E. QuincozesJuan L. VieiraDiego PassosDébora Muchaluat-SaadeCélio AlbuquerqueDaniel Mossé,2025,https://link.springer.com/article/10.1007/s10922-025-09944-x,Article
Application-centric congestion control,EURASIP Journal on Wireless Communications and Networking,,,,10.1186/s13638-025-02473-w,Danny De VleeschauwerChia-Yu ChangKoen De SchepperChrysa Papagianni,2025,https://link.springer.com/article/10.1186/s13638-025-02473-w,Article
A Hybrid Intrusion Detection System for Mitigating Flow Table Buffer Saturation Attacks in Software-Defined Networking,SN Computer Science,,,,10.1007/s42979-025-04079-x,L. PriyaNarendran Rajagopalan,2025,https://link.springer.com/article/10.1007/s42979-025-04079-x,Article
Reinforcement Learning Based Congestion Control Technique for Wireless Mesh Networks,International Journal of Networked and Distributed Computing,,,,10.1007/s44227-025-00061-4,Smita MahajanP. SrideviponmalarR. HarikrishnanKetan Kotecha,2025,https://link.springer.com/article/10.1007/s44227-025-00061-4,Article
Enhancing network slice security with Deep Reinforcement Learning and Moving Target Defense strategies,Discover Internet of Things,,,,10.1007/s43926-025-00161-1,Andreas AndreouConstandinos X. MavromoustakisEvangelos MarkakisAthina BourdenaGeorge Mastorakis,2025,https://link.springer.com/article/10.1007/s43926-025-00161-1,Article
MLTree: an efficient packet classification algorithm using multiple layered trees in software defined networks,The Journal of Supercomputing,,,,10.1007/s11227-025-07425-1,Po-Jen ChuangJung-Chun Yao,2025,https://link.springer.com/article/10.1007/s11227-025-07425-1,Article
An efficient resource provisioning and traffic load balancing in multiprotocol label switched network using optimized gated graph convolution neural network,Wireless Networks,,,,10.1007/s11276-025-03967-7,M. R. RajagopalS. Malathi,2025,https://link.springer.com/article/10.1007/s11276-025-03967-7,Article
A WAN Infrastructure Manager Prototype for QoS-based Multi-Site SDN-Enabled NFV Orchestration,Journal of Network and Systems Management,,,,10.1007/s10922-025-09929-w,Molka GharbaouiBarbara MartiniPiero Castoldi,2025,https://link.springer.com/article/10.1007/s10922-025-09929-w,Article
Employing Federated Semi-supervised Learning for Network Traffic Classification,Journal of Network and Systems Management,,,,10.1007/s10922-025-09930-3,Chih-Yu LinChien-Ting TsengLi-Yu An,2025,https://link.springer.com/article/10.1007/s10922-025-09930-3,Article
